"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"729","RS Umum Pekerja","Jl. Raya Cakung Cilincing","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","36 jam","02129484848         ","31","3175",2021-08-15 20:57:30,"COVID-19"
"730","RS Umum Pantai Indah Kapuk","Jl. Pantai Indah Utara 3 Pantai Indah Kapuk, Kapuk Muara, Penjaringan ","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","36 jam","0215885100","31","3175",2021-08-15 20:57:30,"COVID-19"
"731","RS Umum Hermina Podomoro","Jl. Danau Agung 2 Sunter Jakarta Utara","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","37 jam","081280455737","31","3175",2021-08-15 20:57:30,"COVID-19"
"732","RS Umum Mulyasari","Jl. Raya Plumpung Semper No.19 RT.006/RW.015, Jakarta Utara ","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","02143931111","31","3175",2021-08-15 20:57:30,"COVID-19"
"733","RS Umum Duta Indah","Jl. Teluk Gong Raya No. 12 Kel. Pejagalan Kec. Penjaringan","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","02166676188","31","3175",2021-08-15 20:57:30,"COVID-19"
"734","RS Umum Firdaus","Komp. Bea Cukai Jl. Siak J5/14","Bed IGD Penuh!","dengan antrian 1 pasien","10 jam","hotline tidak tersedia","31","3175",2021-08-15 20:57:30,"COVID-19"
"735","RS Royal Prima","Jl. Raden Wijaya RT 35 Kebon Kopi Kec Jambi Selatan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","9 jam","074141010","15","1571",2021-08-15 20:57:30,"COVID-19"
"736","RS Tk. IV dr. Bratanata","Jl. Raden Mattaher No. 33,Jambi","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","11 jam","074134212","15","1571",2021-08-15 20:57:30,"COVID-19"
"737","RS Umum Santa Theresia","Jl. Dr. Sutomo No.19 Jambi","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","074123119","15","1571",2021-08-15 20:57:30,"COVID-19"
"738","RS Umum Daerah H. Abdurrahman Sayoeti","Jl. KH. Hasan Anang No. 33 Kel. Olak Kemang Kec. Danau Teluk Kota Jambi","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","081214965245","15","1571",2021-08-15 20:57:30,"COVID-19"
"739","RS Umum Kambang","Jl. Kol. Amir Hamzah No. 35 Sei Kambang Jambi","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","074161714","15","1571",2021-08-15 20:57:30,"COVID-19"
"740","RS Mitra","Jl. Jenderal Basuki Rahmat No 77","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","26 jam","07413041377","15","1571",2021-08-15 20:57:30,"COVID-19"
"741","RS Siloam Jambi","Jl. Soekarno - Hatta Paal Merah,Jambi","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","07415919000","15","1571",2021-08-15 20:57:30,"COVID-19"
"742","RS Umum Daerah H. Abdul Manap","Jl. SK.Rd.Syahbuddin Kel. Mayang Mangurai Kec.Kota Baru Jambi","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","07415910180","15","1571",2021-08-15 20:57:30,"COVID-19"
"743","RS Bhayangkara Jambi","Jl. Raden Mathaher No.03 Jambi","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","074134409","15","1571",2021-08-15 20:57:30,"COVID-19"
"744","RS Umum Rimbo Medika","Jl, Kap. Pattimura RT. 02 No. 58 Jambi kelurahan kenali besar,kec alam barajo","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","0741582030","15","1571",2021-08-15 20:57:30,"COVID-19"
"745","RS Umum Daerah Raden Mattaher Jambi","Jl. Letjen Suprapto no. 31 Jambi","Bed IGD Penuh!","dengan antrian 4 pasien","11 jam","074161692","15","1571",2021-08-15 20:57:30,"COVID-19"
"746","RS Muhammadiyah Ahmad Dahlan","Jl. Gatot Subroto No. 84 Ngampel Mojoroto Kediri","Tersedia 14 bed kosong IGD","tanpa antrian pasien.","56 menit","0354773115","35","3571",2021-08-15 20:57:32,"COVID-19"
"747","RS Umum Daha Husada","Jl. Veteran No. 48 Kediri","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","8 jam","0354774298","35","3571",2021-08-15 20:57:32,"COVID-19"
"748","RS Umum Daerah Gambiran","JL. KAPTEN PIERRE TENDEAN NO. 16 KOTA KEDIRI","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","11 jam","03542810000","35","3571",2021-08-15 20:57:32,"COVID-19"
"749","RS Umum Bhayangkara Kediri","Jl. Kombes Pol Duryat 17 Kediri","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","11 jam","0354671100","35","3571",2021-08-15 20:57:32,"COVID-19"
"750","RS Umum Daerah Kilisuci","Jl. KH. Wakhid Hasyim 64 Kota Kediri","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","15 jam","hotline tidak tersedia","35","3571",2021-08-15 20:57:32,"COVID-19"
"751","RS Baptis Kediri","Jl. Brigjen Pol IBH Pranoto No. 1-7 Kota Kediri","Bed IGD Penuh!","tanpa antrian pasien.","56 menit","0354683578","35","3571",2021-08-15 20:57:32,"COVID-19"
"752","RS Umum Ratih","Jl. Penanggungan No.32, Kota Kediri","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","0354779500","35","3571",2021-08-15 20:57:32,"COVID-19"
"753","RS Umum Aliyah II","Jl. Buburanda Korumba - Mandonga Kendari Sulawesi Tenggara","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","082116987801","74","7471",2021-08-15 20:57:32,"COVID-19"
"754","RS Bahteramas Provinsi Sultra","Jl. Kapten Piere Tendean No 50 Kec Baruga ","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","11 jam","081248013079","74","7471",2021-08-15 20:57:32,"COVID-19"
"755","RS Bhayangkara Kendari"," Jl. Gunung Meluhu No. 7 Kota Kendari","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","12 jam","085342996671","74","7471",2021-08-15 20:57:32,"COVID-19"
"756","RS Aliyah","Jln.Bunggasi Rahandouna, Poasia Kendari","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","37 jam","08114163818","74","7471",2021-08-15 20:57:32,"COVID-19"
"757","RS Jiwa Kendari"," Jl. DR.Sutomo No.29","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","04013122470","74","7471",2021-08-15 20:57:32,"COVID-19"
"758","RS Ibu dan Anak Kasih Fatimah Kotamobagu","Jl. Kolonel Soegiono No. 101 Kelurahan Kotabangon Kecamatan Kotamobagu Timur","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","31 jam","085341147191","71","7174",2021-08-15 20:57:32,"COVID-19"
"759","RS Umum Prof. Dr. WZ Johanes","  Jl. Dr Moch Hatta No. 19 Kupang","Tersedia 16 bed kosong IGD","tanpa antrian pasien.","9 jam","081339455892","53","5371",2021-08-15 20:57:33,"COVID-19"
"760","RS TNI AL Lantamal VII Kupang","Jl. Yos Sudarso No. 5 Osmok, Kel Namosain Kec.Alak, Kupang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","12 jam","082236733397","53","5371",2021-08-15 20:57:33,"COVID-19"
"761","RS St. Carolus Borromeus","Jl.HR Koroh, KM.08.Bello Kupang","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","37 jam","03808438508","53","5371",2021-08-15 20:57:33,"COVID-19"
"762","RS Umum Daerah S. K. Lerik","    Jl. Timor Raya Pasir No. 134 Kelurahan Pasir Panjang ","Bed IGD Penuh!","tanpa antrian pasien.","8 jam","081339010000","53","5371",2021-08-15 20:57:33,"COVID-19"
"763","RS Kartini","Jl. Frans Seda No. 17","Bed IGD Penuh!","dengan antrian 3 pasien","9 jam","0380831270","53","5371",2021-08-15 20:57:33,"COVID-19"
"764","RS Umum Daerah Langsa","Jl. Ahmad Yani No.1  Kec. Langsa Kota","Bed IGD Penuh!","tanpa antrian pasien.","20 menit","064122800","11","1173",2021-08-15 20:57:33,"COVID-19"
"765","RS Tk. IV Lhokseumawe Aceh Utara","Jl. Samudra No.53A Kp Jawa Kec. Banda Sakti Lhokseumawe AUT","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","082275830041","11","1174",2021-08-15 20:57:34,"COVID-19"
"766","RS AR Bunda Kota Lubuk Linggau","Jl. Garuda No. 245 RT. 03 Kel. Bandung Kiri Kec. Lubuklinggau Barat I Kota Lubuklinggau, Sumsel","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","37 jam","082186191309","16","1674",2021-08-15 20:57:34,"COVID-19"
"767","RS Paru Manguharjo Madiun","Jl. Yos Sudarso 108-112 Manguharjo, Kel. Madiun Lor, Kec. Manguharjo, Kota Madiun","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","12 menit","085794338442","35","3577",2021-08-15 20:57:34,"COVID-19"
"768","RS Umum Santa Clara","Jl. Biliton No. 15  Kel.Madiun Lor, Kec.Mangunharjo, Kota Madiun","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","0351453499","35","3577",2021-08-15 20:57:34,"COVID-19"
"769","RS Umum Daerah Kota Madiun","Jl. Campursari No.12B Madiun","Bed IGD Penuh!","dengan antrian 2 pasien","7 jam","0351493113","35","3577",2021-08-15 20:57:34,"COVID-19"
"770","RS Umum Islam Siti Aisyah","Jl. Mayjen SungkoNo. 38 Kel. Nambangan Lor, kec. Mangunharjo, Kota Madiun","Bed IGD Penuh!","dengan antrian 5 pasien","37 jam","0351464822","35","3577",2021-08-15 20:57:34,"COVID-19"
"771","RS Umum Daerah Tidar","Jl. Tidar No.30 A, Kota Magelang","Tersedia 14 bed kosong IGD","tanpa antrian pasien.","3 menit","0293362260","33","3371",2021-08-15 20:57:35,"COVID-19"
"772","RS Umum Islam Magelang","Jl. Jeruk No.4 A , Sanden, Kota Magelang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","24 menit","02933196145","33","3371",2021-08-15 20:57:35,"COVID-19"
"773","RS Umum Daerah Budi Rahayu","Jl. Urip Sumaharjo No. 15","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","7 jam","0293362432","33","3371",2021-08-15 20:57:35,"COVID-19"
"774","RS Umum Tk. II Dr. Soedjono"," Jl. Urip Sumoharjo 48, Magelang","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","14 jam","0293362813","33","3371",2021-08-15 20:57:35,"COVID-19"
"775","RS Jiwa Prof. Dr. Soerojo"," Jl. Jenderal Ahmad Yani 169 Magelang","Bed IGD Penuh!","tanpa antrian pasien.","7 menit","0293363601","33","3371",2021-08-15 20:57:35,"COVID-19"
"776","RS Stella Maris","Jl. Somba Opu No.273 Makassar","Tersedia 16 bed kosong IGD","tanpa antrian pasien.","1 menit","081340604910","73","7371",2021-08-15 20:57:35,"COVID-19"
"777","RSUP Dr. Wahidin Sudirohusodo","      Jl. Perintis Kemerdekaan Km.11 Makasar","Tersedia 26 bed kosong IGD","tanpa antrian pasien.","2 menit","0411584675","73","7371",2021-08-15 20:57:35,"COVID-19"
"778","RS Umum Daerah Labuang Baji","Jl. Dr. Ratulangi No. 81 Makassar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","081355538118","73","7371",2021-08-15 20:57:35,"COVID-19"
"779","RS Ibnu Sina Makassar","Jl. U Sumoharjo Makassar Km. 05 No. 264","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","11 jam","08884694731","73","7371",2021-08-15 20:57:35,"COVID-19"
"780","RS Dr. Tadjuddin Chalid, MPH","Jl. Paccerakkang No.67 / Pajjaiang Daya Makassar","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","11 jam","081144404545","73","7371",2021-08-15 20:57:35,"COVID-19"
"781","RS Umum Daerah Haji Makassar","Jl. Dg. Ngepe No. 14 Makassar","Tersedia 14 bed kosong IGD","tanpa antrian pasien.","13 jam","085299905797","73","7371",2021-08-15 20:57:35,"COVID-19"
"782","RS Grestelina","Jl. Hertasning Raya No.52 Makassar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","35 jam","hotline tidak tersedia","73","7371",2021-08-15 20:57:35,"COVID-19"
"783","RS Umum Wisata Universitas Indonesia Timur","Jl. Abdul Kadir No.70","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","37 jam","411888666","73","7371",2021-08-15 20:57:35,"COVID-19"
"784","RS Akademis Jaury","Jl. Jend. M. Jusuf No. 57 Makassar","Tersedia 11 bed kosong IGD","tanpa antrian pasien.","37 jam","04113617343","73","7371",2021-08-15 20:57:35,"COVID-19"
"785","RS Siloam Makassar","Jl. Metro Tanjung Bunga Kav. 9","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","0852291826755","73","7371",2021-08-15 20:57:35,"COVID-19"
"786","RS Kepolisian Bhayangkara","Jl. Letjen Mapaodang Makassar","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","4118054330","73","7371",2021-08-15 20:57:35,"COVID-19"
"787","RS AL Jala Ammari Makassar","Jl. Satando  No 27 Kel Tamalabba Kec Ujung Tanah","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","082137023977","73","7371",2021-08-15 20:57:35,"COVID-19"
"788","RS Primaya","Jl. Urip Sumohardjo No. 43","Bed IGD Penuh!","tanpa antrian pasien.","33 jam","081242726892","73","7371",2021-08-15 20:57:35,"COVID-19"
"789","RS Hikmah","Jl. Yosef Latumahina No. 1","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","hotline tidak tersedia","73","7371",2021-08-15 20:57:35,"COVID-19"
"790","RS Umum Islam Aisyiyah Malang","Jl. Sulawesi No 16 Malang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","3 menit","0341326773","35","3573",2021-08-15 20:57:36,"COVID-19"
"791","RS Umum Daerah Dr. Saiful Anwar","Jl. Jaksa Agung Suprapto No. 2 Malang","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","28 menit","0341362101","35","3573",2021-08-15 20:57:36,"COVID-19"
"792","RS Umum Persada Hospital","Jl. Panji Suroso Araya Bussiness Center Kav. II-IV Kota Malang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","37 menit","03412996333","35","3573",2021-08-15 20:57:36,"COVID-19"
"793","RS Umum Panti Waluya Sawahan Malang","Jl. Nusakambangan No.56 Kota Malang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","1 jam","0341366033","35","3573",2021-08-15 20:57:36,"COVID-19"
"794","RS Umum Lavalette Malang","  Jl. WR. Supratman No.10 Kota Malang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","2 jam","08814983970","35","3573",2021-08-15 20:57:36,"COVID-19"
"795","RS Umum Hermina Tangkubanprahu","Jl. Tangkubanprahu No. 31-33 Malang","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","7 jam","085232134822","35","3573",2021-08-15 20:57:36,"COVID-19"
"796","RS Bhirawa Bhakti","Jl. Panglima Sudirman D9A","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","14 jam","0341354396","35","3573",2021-08-15 20:57:36,"COVID-19"
"797","RS Umum Panti Nirmala","Jl. Kebalen Wetan N0.2-8 Kedung Kandang, Kota Malang","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","0341360118","35","3573",2021-08-15 20:57:36,"COVID-19"
"798","RS Ibu dan Anak Refa husada","Jl. Mayjen Sungkono No. 9 Tlogowaru Kedung Kandang","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","0341754075","35","3573",2021-08-15 20:57:36,"COVID-19"
"799","RS Umum Daerah Kota Malang","   JL. RAJASA NO. 27 MALANG","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","0341754338","35","3573",2021-08-15 20:57:36,"COVID-19"
"800","RS Ibu dan Anak Mardi Waloeja Rampal Malang","Jl.WR.Supratman No.1, Malang","Bed IGD Penuh!","tanpa antrian pasien.","33 jam","0341364756","35","3573",2021-08-15 20:57:36,"COVID-19"
"801","RS Tk. II Dr. Soepraoen","Jl. Soedanco Supriyadi No. 22 Kota Malang","Bed IGD Penuh!","dengan antrian 2 pasien","2 jam","0341325111","35","3573",2021-08-15 20:57:36,"COVID-19"
"802","RS Islam Malang","Jl. MT. Haryono No. 139 Malang","Bed IGD Penuh!","dengan antrian 3 pasien","5 jam","0341570400","35","3573",2021-08-15 20:57:36,"COVID-19"
"803","RS Universitas Brawijaya","Jl. Soekarno Hatta Malang","Bed IGD Penuh!","dengan antrian 5 pasien","9 jam","0341403000","35","3573",2021-08-15 20:57:36,"COVID-19"
"804","RSUP Prof. Dr. R. D. Kandou","Jl. Raya Tanawangko No.56, Manado","Tersedia 21 bed kosong IGD","tanpa antrian pasien.","2 menit","082196305119","71","7171",2021-08-15 20:57:36,"COVID-19"
"805","RS Pancaran Kasih","Jl. Dr. Sam Ratulangi XIII","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","12 jam","082190006960","71","7171",2021-08-15 20:57:36,"COVID-19"
"806","RS TK. II R. W. Mongisidi","Jl. 14 Februari Telling Atas Manado","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","0431852250","71","7171",2021-08-15 20:57:36,"COVID-19"
"807","RS Umum Manado Medical Center","Jln. Rajawali No. 8 - Kec. Paal 2 - Kel. Paal 2 - Kota Manado - 95129","Bed IGD Penuh!","tanpa antrian pasien.","20 jam","082196418416","71","7171",2021-08-15 20:57:36,"COVID-19"
"808","Siloam Hospitals Mataram","JL.MAJAPAHIT NO.10 MATARAM","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","15 jam","hotline tidak tersedia","52","5271",2021-08-15 20:57:36,"COVID-19"
"809","RS Umum Daerah NTB","Jl. Prabu Rangkasari Dasan Cermen","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","03707504288","52","5271",2021-08-15 20:57:36,"COVID-19"
"810","RSUP H. Adam Malik","Jl Bunga Lau No. 17, Medan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","4 menit","0618363000","12","1275",2021-08-15 20:57:37,"COVID-19"
"811","RS Umum Universitas Sumatera Utara","Jl Dr. T. Mansur No. 66","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","59 menit","0618218928","12","1275",2021-08-15 20:57:37,"COVID-19"
"812","RS Umum Mitra Medika Amplas","Jl. Sisingamangaraja No. 11 Kelurahan Harjosari 1 Kecamatan Medan Amplas","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","10 jam","0617879080","12","1275",2021-08-15 20:57:37,"COVID-19"
"813","RS Umum Bina Kasih","Jl Jend. TB.Simatupang No.148 Sunggal ","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","10 jam","0618445271","12","1275",2021-08-15 20:57:37,"COVID-19"
"814","RS Umum Santa Elisabeth Medan","Jl Haji Misbah No.7,Medan","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","12 jam","0614144737","12","1275",2021-08-15 20:57:37,"COVID-19"
"815","RS AL Dr. Komang Makes Belawan","Jl. Bengkalis Belawan No.1 Medan","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","12 jam","081261840632","12","1275",2021-08-15 20:57:37,"COVID-19"
"816","RS Umum Martha Friska Multatuli","Jl Multatuli Komplek Taman Multatuli Indah No.1 Medan","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","12 jam","081361236822","12","1275",2021-08-15 20:57:37,"COVID-19"
"817","RS Umum Islam Malahayati","Jl Pangeran Diponegoro No.2-4 Medan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","081269636347","12","1275",2021-08-15 20:57:37,"COVID-19"
"818","RS Umum Royal Prima Marelan","Jl. Marelan Pasar 3 No. 187 Kel. Rengas Pulau Kec. Medan Marelan 20255 Sumut","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","34 jam","085260844632","12","1275",2021-08-15 20:57:37,"COVID-19"
"819","RS Umum Sufina Azis","Jl Karya Baru No.1,Medan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","35 jam","081376497039","12","1275",2021-08-15 20:57:37,"COVID-19"
"820","RS Umum Bunda Thamrin","Jl Sei Batang Hari ","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","35 jam","085260914785","12","1275",2021-08-15 20:57:37,"COVID-19"
"821","RS Umum Daerah Dr. Pirngadi","Jl Prof H M Yamin SH No. 47, Medan","Bed IGD Penuh!","tanpa antrian pasien.","kurang dari 1 menit","hotline tidak tersedia","12","1275",2021-08-15 20:57:37,"COVID-19"
"822","RS Umum Wulan Windy","Jl. Marelan Raya No. 17 Rengas Pulau - Medan","Bed IGD Penuh!","tanpa antrian pasien.","56 menit","hotline tidak tersedia","12","1275",2021-08-15 20:57:37,"COVID-19"
"823","RS Umum Methodis Susanna Wesley","Jl Harmonika Baru Pasar I Padang Bulan Selayang II Medan ","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","081376497041","12","1275",2021-08-15 20:57:37,"COVID-19"
"824","RS Umum Mitra Medika","Jl. K.L. Yos Sudarso Km 7,5 Tanjung Mulia,Medan","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","082164443713","12","1275",2021-08-15 20:57:37,"COVID-19"
"825","RS Umum Sarah","Jl Baja Raya No.10 - Medan","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","hotline tidak tersedia","12","1275",2021-08-15 20:57:37,"COVID-19"
"826","RS Umum Prima Husada Cipta Medan","Jl Stasiun No.92, Belawan Medan","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","081274545268","12","1275",2021-08-15 20:57:37,"COVID-19"
"827","RS Bhayangkara Tingkat II","Jl KH Wahid Hasyim No.1, Medan","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","081361462147","12","1275",2021-08-15 20:57:37,"COVID-19"
"828","RS Umum Vina Estetica","Jl Sultan Iskandar Muda No.119","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","08119635127","12","1275",2021-08-15 20:57:37,"COVID-19"
"829","RS Umum Lanu Dr. Abd. Malik","Jl. Imam Bonjol No.50,Medan","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","081376497043","12","1275",2021-08-15 20:57:37,"COVID-19"
"830","RS Umum Imelda Pekerja Indonesia","Jl. Bilal No. 24 Pulo Brayan Darat I","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","0616610072","12","1275",2021-08-15 20:57:37,"COVID-19"
"831","RS Umum Advent Medan","Jl Gatot Subroto Km.4,Medan","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","0614524875","12","1275",2021-08-15 20:57:37,"COVID-19"
"832","RS Umum Columbia Asia","Jl Listrik No.2A Medan","Bed IGD Penuh!","tanpa antrian pasien.","33 jam","08116176836","12","1275",2021-08-15 20:57:37,"COVID-19"
"833","RS Khusus Bedah Accuplast","Jl Sei Bahbolon No.40, Medan Baru","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","hotline tidak tersedia","12","1275",2021-08-15 20:57:37,"COVID-19"
"834","RS Ibu dan Anak Rosiva","Jl Bangka No 15 Medan","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","hotline tidak tersedia","12","1275",2021-08-15 20:57:37,"COVID-19"
"835","RS Umum Estomihi","Jl. Sisinga Mangaraja 235,Medan","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","082165452466","12","1275",2021-08-15 20:57:37,"COVID-19"
"836","RS Umum Royal Prima","Jl Ayahanda No 68A Medan","Bed IGD Penuh!","tanpa antrian pasien.","37 jam","085261625430","12","1275",2021-08-15 20:57:37,"COVID-19"
"837","RS Umum Muhammadiyah Metro","Jl. Soekarno Hatta No.42 Mulyojati 16B, Metro Barat","Tersedia 17 bed kosong IGD","tanpa antrian pasien.","11 jam"," 08117249490","18","1872",2021-08-15 20:57:37,"COVID-19"
"838","RS Umum  Mardi Waluyo","Jl. Jenderal Sudirman 156,Kota Metro, Lampung","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","072542512","18","1872",2021-08-15 20:57:37,"COVID-19"
"839","RS Emma","Jl. Raya Ijen No.67 Kel. Wates, Kec. Magersari, Kota Mojokerto","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","13 menit","0321328737","35","3576",2021-08-15 20:57:38,"COVID-19"
"840","RS Gatoel","Jl. Raden Wijaya No. 56 Kel. Kranggan Kec. Prajurit Kulon","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","21 menit","082245625166","35","3576",2021-08-15 20:57:38,"COVID-19"
"841","RS Umum Dr. Wahidin Sudiro Husodo Kota Mojokerto","  Jl. Raya Surodinawan Kel. Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","14 jam","081230560902","35","3576",2021-08-15 20:57:38,"COVID-19"
"842","RS Kamar Medika","Jl. Empunala No.351, Kel. Kedundung, Kec. Magersari, Kota Mojokerto","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","0321330066","35","3576",2021-08-15 20:57:38,"COVID-19"
"843","RS Islam Siti Rahmah","JL.Raya by Pass KM 15 Air Pacah Padang","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","12 jam","0751463059","13","1371",2021-08-15 20:57:38,"COVID-19"
"844","RS Umum Semen Padang Hospital","Jl. By Pass KM 7 Kelurahan Pisang Kecamatan Pauh","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","07514782983","13","1371",2021-08-15 20:57:38,"COVID-19"
"845","RS Umum Yos Sudarso","Jl. Situjuh No. 1,Padang","Bed IGD Penuh!","tanpa antrian pasien.","11 jam","081224601299","13","1371",2021-08-15 20:57:38,"COVID-19"
"846","RS. Universitas Andalas","Kompleks kampus Unand, Limau Manis, Kec. Pauh, PADANG","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","07518465001","13","1371",2021-08-15 20:57:38,"COVID-19"
"847","RS Jiwa Prof. Dr. Hasan Basri Saanin Datuk Tan Par","Jl. Raya Ulu Gadut,Padang","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","075172001","13","1371",2021-08-15 20:57:38,"COVID-19"
"848","RS Umum Bunda Padang","Jl. Proklamasi No. 37 Padang","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","075123164","13","1371",2021-08-15 20:57:38,"COVID-19"
"849","RSUP Dr. M. Djamil","Jl. Perintis Kemerdekaan Padang","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","082175066250","13","1371",2021-08-15 20:57:38,"COVID-19"
"850","RS Umum Naili DBS","JL.RATULANGI NO.24 RT.001 RW.008 KELURAHAN KAMPUNG JAO KECAMATAN PADANG BARAT","Bed IGD Penuh!","tanpa antrian pasien.","36 jam","08116604557","13","1371",2021-08-15 20:57:38,"COVID-19"
"851","RS Umum Daerah Padang Panjang","Jl. Tabek Gadang Kelurahan Ganting Kec.Padang Panjang Timur Kota Padang Panjang","Bed IGD Penuh!","tanpa antrian pasien.","5 jam","08116667118","13","1374",2021-08-15 20:57:39,"COVID-19"
"852","RS Umum Ibnu Sina Padang Panjang","Jl. Sukarno. Hatta,Padang Panjang","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","085274551137","13","1374",2021-08-15 20:57:39,"COVID-19"
"853","RS Umum Daerah Padang Sidempuan","Jl Dr. F.L. Tobing No. 10,Padangsidimpuan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","hotline tidak tersedia","12","1277",2021-08-15 20:57:39,"COVID-19"
"854","RS Primaya Betang Pambelum","Jl. Tjilik Riwut Km 6.5 RT. 002 RW. 011","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","10 jam","05364281888","62","6271",2021-08-15 20:57:40,"COVID-19"
"855","RS Siloam Palangka Raya","Jl. RTA Milono KM. 4 No. 425","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","11 jam","05368001100","62","6271",2021-08-15 20:57:40,"COVID-19"
