"","hospital","address","bed_availability","queue","last_update","tlp_number","province","district","scraped_at","bed_type"
"660","RS Umum Daerah Tidar","Jl. Tidar No.30 A, Kota Magelang","Tersedia 15 bed kosong IGD","tanpa antrian pasien.","1 jam","0293362260","33","3371",2021-08-23 00:10:00,"COVID-19"
"661","RS Umum Islam Magelang","Jl. Jeruk No.4 A , Sanden, Kota Magelang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","4 jam","02933196145","33","3371",2021-08-23 00:10:00,"COVID-19"
"662","RS Umum Daerah Budi Rahayu","Jl. Urip Sumaharjo No. 15","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","5 jam","0293362432","33","3371",2021-08-23 00:10:00,"COVID-19"
"663","RS Umum Tk. II Dr. Soedjono"," Jl. Urip Sumoharjo 48, Magelang","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","16 jam","0293362813","33","3371",2021-08-23 00:10:00,"COVID-19"
"664","RS Jiwa Prof. Dr. Soerojo"," Jl. Jenderal Ahmad Yani 169 Magelang","Bed IGD Penuh!","tanpa antrian pasien.","39 menit","0293363601","33","3371",2021-08-23 00:10:00,"COVID-19"
"665","RSUP Dr. Wahidin Sudirohusodo","      Jl. Perintis Kemerdekaan Km.11 Makasar","Tersedia 30 bed kosong IGD","tanpa antrian pasien.","32 menit","0411584675","73","7371",2021-08-23 00:10:00,"COVID-19"
"666","RS Stella Maris","Jl. Somba Opu No.273 Makassar","Tersedia 16 bed kosong IGD","tanpa antrian pasien.","34 menit","081340604910","73","7371",2021-08-23 00:10:00,"COVID-19"
"667","RS Umum Daerah Labuang Baji","Jl. Dr. Ratulangi No. 81 Makassar","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","13 jam","081355538118","73","7371",2021-08-23 00:10:00,"COVID-19"
"668","RS Dr. Tadjuddin Chalid, MPH","Jl. Paccerakkang No.67 / Pajjaiang Daya Makassar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","081144404545","73","7371",2021-08-23 00:10:00,"COVID-19"
"669","RS Umum Daerah Haji Makassar","Jl. Dg. Ngepe No. 14 Makassar","Tersedia 15 bed kosong IGD","tanpa antrian pasien.","17 jam","085299905797","73","7371",2021-08-23 00:10:00,"COVID-19"
"670","RS Umum Daerah Daya Kota Makassar","Jl. Perintis Kemerdekaan No. 14,Makasar","Bed IGD Penuh!","tanpa antrian pasien.","5 jam","082191901388","73","7371",2021-08-23 00:10:00,"COVID-19"
"671","RS Primaya","Jl. Urip Sumohardjo No. 43","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","081242726892","73","7371",2021-08-23 00:10:00,"COVID-19"
"672","RS AL Jala Ammari Makassar","Jl. Satando  No 27 Kel Tamalabba Kec Ujung Tanah","Bed IGD Penuh!","tanpa antrian pasien.","18 jam","082137023977","73","7371",2021-08-23 00:10:00,"COVID-19"
"673","RS Tk. II Dr. Soepraoen","Jl. Soedanco Supriyadi No. 22 Kota Malang","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","31 menit","0341325111","35","3573",2021-08-23 00:10:00,"COVID-19"
"674","RS Islam Malang","Jl. MT. Haryono No. 139 Malang","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","46 menit","0341570400","35","3573",2021-08-23 00:10:00,"COVID-19"
"675","RS Umum Daerah Dr. Saiful Anwar","Jl. Jaksa Agung Suprapto No. 2 Malang","Tersedia 12 bed kosong IGD","tanpa antrian pasien.","51 menit","0341362101","35","3573",2021-08-23 00:10:00,"COVID-19"
"676","RS Umum Panti Nirmala","Jl. Kebalen Wetan N0.2-8 Kedung Kandang, Kota Malang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","3 jam","0341360118","35","3573",2021-08-23 00:10:00,"COVID-19"
"677","RS Umum Panti Waluya Sawahan Malang","Jl. Nusakambangan No.56 Kota Malang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","4 jam","0341366033","35","3573",2021-08-23 00:10:00,"COVID-19"
"678","RS Umum Lavalette Malang","  Jl. WR. Supratman No.10 Kota Malang","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","4 jam","08814983970","35","3573",2021-08-23 00:10:00,"COVID-19"
"679","RS Universitas Brawijaya","Jl. Soekarno Hatta Malang","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","8 jam","0341403000","35","3573",2021-08-23 00:10:00,"COVID-19"
"680","RS Bhirawa Bhakti","Jl. Panglima Sudirman D9A","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","13 jam","0341354396","35","3573",2021-08-23 00:10:00,"COVID-19"
"681","RS Umum Hermina Tangkubanprahu","Jl. Tangkubanprahu No. 31-33 Malang","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","15 jam","085232134822","35","3573",2021-08-23 00:10:00,"COVID-19"
"682","RS Umum Persada Hospital","Jl. Panji Suroso Araya Bussiness Center Kav. II-IV Kota Malang","Bed IGD Penuh!","tanpa antrian pasien.","1 jam","03412996333","35","3573",2021-08-23 00:10:00,"COVID-19"
"683","RS Umum Daerah Kota Malang","   JL. RAJASA NO. 27 MALANG","Bed IGD Penuh!","tanpa antrian pasien.","10 jam","0341754338","35","3573",2021-08-23 00:10:00,"COVID-19"
"684","RSUP Prof. Dr. R. D. Kandou","Jl. Raya Tanawangko No.56, Manado","Tersedia 26 bed kosong IGD","tanpa antrian pasien.","34 menit","082196305119","71","7171",2021-08-23 00:10:01,"COVID-19"
"685","RS Pancaran Kasih","Jl. Dr. Sam Ratulangi XIII","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","16 jam","082190006960","71","7171",2021-08-23 00:10:01,"COVID-19"
"686","RS TK. II R. W. Mongisidi","Jl. 14 Februari Telling Atas Manado","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","18 jam","0431852250","71","7171",2021-08-23 00:10:01,"COVID-19"
"687","RS Umum Manado Medical Center","Jln. Rajawali No. 8 - Kec. Paal 2 - Kel. Paal 2 - Kota Manado - 95129","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","082196418416","71","7171",2021-08-23 00:10:01,"COVID-19"
"688","Siloam Hospitals Mataram","JL.MAJAPAHIT NO.10 MATARAM","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","18 jam","hotline tidak tersedia","52","5271",2021-08-23 00:10:01,"COVID-19"
"689","RSUP H. Adam Malik","Jl Bunga Lau No. 17, Medan","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","30 menit","0618363000","12","1275",2021-08-23 00:10:01,"COVID-19"
"690","RS Umum Santa Elisabeth Medan","Jl Haji Misbah No.7,Medan","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","3 jam","0614144737","12","1275",2021-08-23 00:10:01,"COVID-19"
"691","RS Umum Sufina Azis","Jl Karya Baru No.1,Medan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","8 jam","081376497039","12","1275",2021-08-23 00:10:01,"COVID-19"
"692","RS Umum Mitra Medika Amplas","Jl. Sisingamangaraja No. 11 Kelurahan Harjosari 1 Kecamatan Medan Amplas","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","12 jam","0617879080","12","1275",2021-08-23 00:10:01,"COVID-19"
"693","RS Umum Methodis Susanna Wesley","Jl Harmonika Baru Pasar I Padang Bulan Selayang II Medan ","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","14 jam","081376497041","12","1275",2021-08-23 00:10:01,"COVID-19"
"694","RS AL Dr. Komang Makes Belawan","Jl. Bengkalis Belawan No.1 Medan","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","15 jam","081261840632","12","1275",2021-08-23 00:10:01,"COVID-19"
"695","RS Umum Martha Friska Multatuli","Jl Multatuli Komplek Taman Multatuli Indah No.1 Medan","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","16 jam","081361236822","12","1275",2021-08-23 00:10:01,"COVID-19"
"696","RS Umum Islam Malahayati","Jl Pangeran Diponegoro No.2-4 Medan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","22 jam","081269636347","12","1275",2021-08-23 00:10:01,"COVID-19"
"697","RS Umum Daerah Dr. Pirngadi","Jl Prof H M Yamin SH No. 47, Medan","Bed IGD Penuh!","tanpa antrian pasien.","34 menit","hotline tidak tersedia","12","1275",2021-08-23 00:10:01,"COVID-19"
"698","RS Umum Wulan Windy","Jl. Marelan Raya No. 17 Rengas Pulau - Medan","Bed IGD Penuh!","tanpa antrian pasien.","3 jam","hotline tidak tersedia","12","1275",2021-08-23 00:10:01,"COVID-19"
"699","RS Umum Columbia Asia","Jl Listrik No.2A Medan","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","08116176836","12","1275",2021-08-23 00:10:01,"COVID-19"
"700","RS Umum Imelda Pekerja Indonesia","Jl. Bilal No. 24 Pulo Brayan Darat I","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0616610072","12","1275",2021-08-23 00:10:01,"COVID-19"
"701","RS Umum Lanu Dr. Abd. Malik","Jl. Imam Bonjol No.50,Medan","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","081376497043","12","1275",2021-08-23 00:10:01,"COVID-19"
"702","RS Umum Advent Medan","Jl Gatot Subroto Km.4,Medan","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","0614524875","12","1275",2021-08-23 00:10:01,"COVID-19"
"703","RS Bhayangkara Tingkat II","Jl KH Wahid Hasyim No.1, Medan","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","081361462147","12","1275",2021-08-23 00:10:01,"COVID-19"
"704","RS Umum Vina Estetica","Jl Sultan Iskandar Muda No.119","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","08119635127","12","1275",2021-08-23 00:10:01,"COVID-19"
"705","RS Umum Sarah","Jl Baja Raya No.10 - Medan","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","hotline tidak tersedia","12","1275",2021-08-23 00:10:01,"COVID-19"
"706","RS Umum Muhammadiyah Metro","Jl. Soekarno Hatta No.42 Mulyojati 16B, Metro Barat","Tersedia 21 bed kosong IGD","tanpa antrian pasien.","15 jam"," 08117249490","18","1872",2021-08-23 00:10:02,"COVID-19"
"707","RS Umum  Mardi Waluyo","Jl. Jenderal Sudirman 156,Kota Metro, Lampung","Tersedia 7 bed kosong IGD","tanpa antrian pasien.","18 jam","072542512","18","1872",2021-08-23 00:10:02,"COVID-19"
"708","RS Umum Daerah Ahmad Yani Metro","Jl.Jend. A.Yani No.13 Kota Metro","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","07258002000","18","1872",2021-08-23 00:10:02,"COVID-19"
"709","RS Emma","Jl. Raya Ijen No.67 Kel. Wates, Kec. Magersari, Kota Mojokerto","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","1 jam","0321328737","35","3576",2021-08-23 00:10:02,"COVID-19"
"710","RS Umum Dr. Wahidin Sudiro Husodo Kota Mojokerto","  Jl. Raya Surodinawan Kel. Surodinawan, Kec. Prajurit Kulon, Kota Mojokerto","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","2 jam","081230560902","35","3576",2021-08-23 00:10:02,"COVID-19"
"711","RS Kamar Medika","Jl. Empunala No.351, Kel. Kedundung, Kec. Magersari, Kota Mojokerto","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","0321330066","35","3576",2021-08-23 00:10:02,"COVID-19"
"712","RS Islam Siti Rahmah","JL.Raya by Pass KM 15 Air Pacah Padang","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","13 jam","0751463059","13","1371",2021-08-23 00:10:03,"COVID-19"
"713","RSUP Dr. M. Djamil","Jl. Perintis Kemerdekaan Padang","Bed IGD Penuh!","tanpa antrian pasien.","2 jam","082175066250","13","1371",2021-08-23 00:10:03,"COVID-19"
"714","RS Umum Semen Padang Hospital","Jl. By Pass KM 7 Kelurahan Pisang Kecamatan Pauh","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","07514782983","13","1371",2021-08-23 00:10:03,"COVID-19"
"715","RS Umum Yos Sudarso","Jl. Situjuh No. 1,Padang","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","081224601299","13","1371",2021-08-23 00:10:03,"COVID-19"
"716","RS Umum Bunda Padang","Jl. Proklamasi No. 37 Padang","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","075123164","13","1371",2021-08-23 00:10:03,"COVID-19"
"717","RS Jiwa Prof. Dr. Hasan Basri Saanin Datuk Tan Par","Jl. Raya Ulu Gadut,Padang","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","075172001","13","1371",2021-08-23 00:10:03,"COVID-19"
"718","RS. Universitas Andalas","Kompleks kampus Unand, Limau Manis, Kec. Pauh, PADANG","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","07518465001","13","1371",2021-08-23 00:10:03,"COVID-19"
"719","RS Umum Ibnu Sina Padang Panjang","Jl. Sukarno. Hatta,Padang Panjang","Bed IGD Penuh!","tanpa antrian pasien.","1 jam","085274551137","13","1374",2021-08-23 00:10:03,"COVID-19"
"720","RS Umum Daerah Padang Panjang","Jl. Tabek Gadang Kelurahan Ganting Kec.Padang Panjang Timur Kota Padang Panjang","Bed IGD Penuh!","tanpa antrian pasien.","8 jam","08116667118","13","1374",2021-08-23 00:10:03,"COVID-19"
"721","RS Umum Daerah Padang Sidempuan","Jl Dr. F.L. Tobing No. 10,Padangsidimpuan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","18 jam","hotline tidak tersedia","12","1277",2021-08-23 00:10:03,"COVID-19"
"722","RS Bhayangkara Palangka Raya","Jl. Ahmad Yani No. 22","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","4 jam","05363221520","62","6271",2021-08-23 00:10:04,"COVID-19"
"723","RS Umum Daerah Dr. Doris Sylvanus Palangka Raya","Jl. Tambun Bungai No.4 Palangkaraya","Tersedia 16 bed kosong IGD","tanpa antrian pasien.","11 jam","05363237353","62","6271",2021-08-23 00:10:04,"COVID-19"
"724","RS Primaya Betang Pambelum","Jl. Tjilik Riwut Km 6.5 RT. 002 RW. 011","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","13 jam","05364281888","62","6271",2021-08-23 00:10:04,"COVID-19"
"725","RS Siloam Palangka Raya","Jl. RTA Milono KM. 4 No. 425","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","15 jam","05368001100","62","6271",2021-08-23 00:10:04,"COVID-19"
"726","RS Hermina Palembang","JL. BASUKI RAHMAT NO 897 RT 897 RT 11 RW 003 PALEMBANG","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","2 jam","0711321541","16","1671",2021-08-23 00:10:05,"COVID-19"
"727","RS Umum Pusri Palembang","Jl May Zen Kompl Pusri, 2 Ilir Palembang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","8 jam","0711721313","16","1671",2021-08-23 00:10:05,"COVID-19"
"728","RS Siloam Sriwijaya Palembang","JL.POM IX (KOMPLEK PS MALL) KELURAHAN LOROK PAKJO","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","11 jam","07115229100","16","1671",2021-08-23 00:10:05,"COVID-19"
"729","RS Umum Ar-Rasyid Palembang","JL. H. M. Saleh No. 02 KM. 7 Kel. Sukarami Kec. Sukarami Palembang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","15 jam","07115610503","16","1671",2021-08-23 00:10:05,"COVID-19"
"730","RS Umum Daerah Siti Fatimah Provinsi Sumatera Sela","Jl. Kol. H. Burlian Km 6 ","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","15 jam","07115718889","16","1671",2021-08-23 00:10:05,"COVID-19"
"731","RS Umum Pertamina Palembang","Komplek Pertamina Plaju, Palembang","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","16 jam","0711597444","16","1671",2021-08-23 00:10:05,"COVID-19"
"732","RS Umum Bunda Palembang","Jl. Demang Lebar Daun No 70 Palembang","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","17 jam","0711312866","16","1671",2021-08-23 00:10:05,"COVID-19"
"733","RS Umum Charitas Hospital Palembang","Jl. Sudirman 1054 Palembang","Bed IGD Penuh!","tanpa antrian pasien.","8 jam","082177013867","16","1671",2021-08-23 00:10:05,"COVID-19"
"734","RS Jiwa Ernaldi Bahar Provinsi Sumatera Selatan","Jl. Tembus Terminal No. 02, KM. 12 Kecamatan Alang Alang Lebar Kota Palembang","Bed IGD Penuh!","tanpa antrian pasien.","12 jam","07115645123","16","1671",2021-08-23 00:10:05,"COVID-19"
"735","RS Karya Asih Charitas Palembang","JL.BETAWI RAYA NO 1340 RT 22 RW 06 PALEMBANG","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","0711817196","16","1671",2021-08-23 00:10:05,"COVID-19"
"736","RS Umum Myria Palembang","Jl. Kol. H. Barlian Km. 7 Palembang","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0711411610","16","1671",2021-08-23 00:10:05,"COVID-19"
"737","RS Pelabuhan Palembang ","Jl. Mayor Memet Sastra Wirya No.1 Boom Baru","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","0711711843","16","1671",2021-08-23 00:10:05,"COVID-19"
"738","RS Umum dr. AK. Gani Kota Palembang","Jl. dr AK Gani no I Palembang","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","081271102008","16","1671",2021-08-23 00:10:05,"COVID-19"
"739","RS Islam Siti Khadijah","Jl. Demang Lebar Daun No.26","Bed IGD Penuh!","dengan antrian 2 pasien","14 jam","0711536008","16","1671",2021-08-23 00:10:05,"COVID-19"
"740","RS Umum Daerah Palembang Bari","Jl. Panca Usaha No.1 Kel. 5 ulu Seb. Ulu I, PALEMBANG","Bed IGD Penuh!","dengan antrian 10 pasien","16 jam","0711519211","16","1671",2021-08-23 00:10:05,"COVID-19"
"741","RS Umum St. Madyang","JL. Andi Kambo NO.87 ","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","hotline tidak tersedia","73","7373",2021-08-23 00:10:05,"COVID-19"
"742","RS Woodward","Jl. L.H. Woodward No.1 Palu","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","14 jam","0451421769","72","7271",2021-08-23 00:10:05,"COVID-19"
"743","RS Umum Daerah Undata Palu","Jl. R. E. Martadinata, Tondo Kecamatan Mantikulore","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","15 jam","04514131446","72","7271",2021-08-23 00:10:05,"COVID-19"
"744","RS TK. III. 13.06.01 Dr. Sindhu Trisno","Jl. Sisinga Mangaraja No.4,Palu","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","17 jam","081213756763","72","7271",2021-08-23 00:10:05,"COVID-19"
"745","RS Umum Daerah Depati Hamzah","Jl. Soekarno Hatta,Kota PangkalPinang","Tersedia 10 bed kosong IGD","tanpa antrian pasien.","14 jam","0717438660","19","1971",2021-08-23 00:10:06,"COVID-19"
"746","RS Primaya Bhakti Wara","JL. Solihin GP No.180 Kel. Gajah Mada Kec.Rangkui","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","0717422605","19","1971",2021-08-23 00:10:06,"COVID-19"
"747","RS Bakti Timah Pangkalpinang","Jl. Bukit Baru No.1, Kel.Taman Bunga Kec.Gerunggang Pangkal Pinang","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","0717421091","19","1971",2021-08-23 00:10:06,"COVID-19"
"748","RS Umum Daerah Dr Sadikin Kota Pariaman","Jl. Nostalgia Desa Kp. Gadang Padusunan Kec. Pariaman Timur","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","12 jam","085265214458","13","1377",2021-08-23 00:10:06,"COVID-19"
"749","RS Umum Daerah Dr. R. Soedarsono Kota Pasuruan"," Jl. Dr Wahidin Sudirohusodo No. 1-4 Kota Pasuruan","Tersedia 8 bed kosong IGD","tanpa antrian pasien.","16 jam","0343414620","35","3575",2021-08-23 00:10:07,"COVID-19"
"750","RS Umum Ibnu Sina Kota Payakumbuh","Jl.Pemuda No 14 Payakumbuh","Bed IGD Penuh!","tanpa antrian pasien.","6 jam","075292222","13","1376",2021-08-23 00:10:07,"COVID-19"
"751","RS Umum Karomah Holistic","Jl. Gajah Mada Barat No.124,Pekalongan","Tersedia 5 bed kosong IGD","tanpa antrian pasien.","3 jam","0285420218","33","3375",2021-08-23 00:10:07,"COVID-19"
"752","RS Umum Budi Rahayu","Jl. Barito No. 5 Pekalongan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","5 jam","0285423491","33","3375",2021-08-23 00:10:07,"COVID-19"
"753","RS Umum H. A. Zaky Djunaid","Jl.Pelita II Kel. Buaran Kec. Pekalongan Selatan Pekalongan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","7 jam","02854410660","33","3375",2021-08-23 00:10:07,"COVID-19"
"754","RS Umum Hermina Pekalongan","Jl. Jendral Sudirman 16A Kota Pekalongan","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","8 jam","0285432525","33","3375",2021-08-23 00:10:07,"COVID-19"
"755","RS Umum Daerah Bendan Kota Pekalongan","   Jl. Sriwijaya No.2,Pekalongan","Tersedia 23 bed kosong IGD","tanpa antrian pasien.","12 jam","0285437222","33","3375",2021-08-23 00:10:07,"COVID-19"
"756","RS Awal Bros A. Yani","Jl A. Yani No. 73","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","9 jam","076121000","14","1471",2021-08-23 00:10:08,"COVID-19"
"757","RS Santa Maria Pekanbaru","Jl Ahmad Yani No. 68 Rt/Rw 001/001 Kel.Pulau Karam Kec. Sukajadi","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","11 jam","076122213","14","1471",2021-08-23 00:10:08,"COVID-19"
"758","RS Umum Daerah  Arifin Achmad","Jl Diponegoro No. 2, Pekanbaru","Tersedia 20 bed kosong IGD","tanpa antrian pasien.","13 jam","hotline tidak tersedia","14","1471",2021-08-23 00:10:08,"COVID-19"
"759","RS Umum  Awal Bros Panam","Jl HR. Soebrantas No 88 Panam","Tersedia 3 bed kosong IGD","tanpa antrian pasien.","15 jam","0761586888","14","1471",2021-08-23 00:10:08,"COVID-19"
"760","RS Umum  Awal Bros Pekanbaru","Jl Sudirman No.117 Pekanbaru","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","16 jam","08117079090","14","1471",2021-08-23 00:10:08,"COVID-19"
"761","RS Prof. Dr. Tabrani","Jl Jend. Sudirman 410, Pekanbaru","Bed IGD Penuh!","tanpa antrian pasien.","5 jam","085374419082","14","1471",2021-08-23 00:10:08,"COVID-19"
"762","RS Tk. IV Pekanbaru","Jl Kesehatan No 2 Pekanbaru","Bed IGD Penuh!","tanpa antrian pasien.","8 jam","hotline tidak tersedia","14","1471",2021-08-23 00:10:08,"COVID-19"
"763","RSU TNI-AU Lanud Roesmin Nurjadin","Jl. Adi Sucipto No. 123 Kelurahan Maharatu Kec. Marpoyan Damai","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","hotline tidak tersedia","14","1471",2021-08-23 00:10:08,"COVID-19"
"764","RS Umum  Universitas Riau","Kompleks Bina Widya KM 12,5 Simpang Baru, Panam","Bed IGD Penuh!","tanpa antrian pasien.","15 jam","085105603000","14","1471",2021-08-23 00:10:08,"COVID-19"
"765","RS Umum  Bina Kasih","Jl Samanhudi No.3-5,Pekanbaru","Bed IGD Penuh!","tanpa antrian pasien.","16 jam","076132195","14","1471",2021-08-23 00:10:08,"COVID-19"
"766","RS Umum Daerah  Petala Bumi ","   Jl Dr. Soetomo No.65, Pekanbaru","Bed IGD Penuh!","dengan antrian 1 pasien","15 jam","076123024","14","1471",2021-08-23 00:10:08,"COVID-19"
"767","RS Umum  Prima Pekanbaru","Jl Bima NO.1 Tuanku Tambusai Kel. Delima Kec. Tampan","Bed IGD Penuh!","dengan antrian 5 pasien","17 jam","082385938114","14","1471",2021-08-23 00:10:08,"COVID-19"
"768","RS Rasyida Siantar","Jl. Seram Atas No. 5B, Kel. Bantan Kec. Siantar Barat","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","8 jam","062273557760","12","1273",2021-08-23 00:10:08,"COVID-19"
"769","RS Umum Vita Insani","Jl. Merdeka No.329, Pematang Siantar","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","14 jam","062222520","12","1273",2021-08-23 00:10:08,"COVID-19"
"770","RS Tk. IV 01.07.01","Jl. Gn Simanuk Manuk No.6. Pematangsiantar","Tersedia 1 bed kosong IGD","tanpa antrian pasien.","18 jam","081362192530","12","1273",2021-08-23 00:10:08,"COVID-19"
"771","RS Umum Daerah Dr. Djasamen Saragih","Jl Sutomo No. 230, Pematangsiantar","Bed IGD Penuh!","tanpa antrian pasien.","13 jam","062222959","12","1273",2021-08-23 00:10:08,"COVID-19"
"772","RS Umum Daerah Dr. Soedarso Pontianak","Jl. dr. Soedarso No.1 Pontianak","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","18 jam","0561737701","61","6171",2021-08-23 00:10:08,"COVID-19"
"773","RS Anugerah Bunda Khatulistiwa","Jl. Ahmad Yani Pontianak Selatan","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0561581818","61","6171",2021-08-23 00:10:08,"COVID-19"
"774","RS Anton Soedjarwo Pontianak ","Jl. K. S. Tubun 14 Pontianak ","Bed IGD Penuh!","tanpa antrian pasien.","19 jam","085389758929","61","6171",2021-08-23 00:10:08,"COVID-19"
"775","RS Umum Fadhilah Kota Prabumulih","Jl. Jenderal Sudirman No.01 Kel. Patih Galung Kec. Prabumulih Barat","Bed IGD Penuh!","tanpa antrian pasien.","9 jam","07133300032","16","1672",2021-08-23 00:10:09,"COVID-19"
"776","RS Umum Daerah dr. Mohamad Saleh Kota Probolinggo","  Jl. Mayjend Panjaitan No.65 Kota Probolinggo","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","30 menit","085231229303","35","3574",2021-08-23 00:10:09,"COVID-19"
"777","RS Umum Dharma Husada","Jl. Sukarno Hatta No. 10 Kota Probolinggo","Bed IGD Penuh!","tanpa antrian pasien.","14 jam","0335422176","35","3574",2021-08-23 00:10:09,"COVID-19"
"778","RS Paru Dr. Ario Wirawan","      Jl. Hasanudin No.806,Salatiga","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","1 jam","0298313514","33","3373",2021-08-23 00:10:10,"COVID-19"
"779","RS Umum Puri Asih","Jl. Sudirman No.169,Salatiga","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","1 jam","0298323209","33","3373",2021-08-23 00:10:10,"COVID-19"
"780","RS Umum Sejahtera Bhakti","Jl.Damar 136 Kv. Magersari Tegalrejo","Tersedia 4 bed kosong IGD","tanpa antrian pasien.","4 jam","0298316153","33","3373",2021-08-23 00:10:10,"COVID-19"
"781","RS Ibu dan Anak Hermina Mutiara Bunda","jl. Merak no.8","Tersedia 2 bed kosong IGD","tanpa antrian pasien.","10 jam","0298328873","33","3373",2021-08-23 00:10:10,"COVID-19"
"782","RS Umum Daerah Salatiga"," Jl. Osamaliki No.19,Salatiga","Tersedia 6 bed kosong IGD","tanpa antrian pasien.","16 jam","0298324074","33","3373",2021-08-23 00:10:10,"COVID-19"
"783","RS Umum Daerah Inche Abdoel Moeis","Jl. H.A.M.M Rifaddin, Kel. Harapan Baru, Kec. Loa Janan Ilir, Samarinda ","Tersedia 14 bed kosong IGD","tanpa antrian pasien.","1 jam","05417269005","64","6472",2021-08-23 00:10:10,"COVID-19"
"784","RS Umum Dirgahayu","Jl. Gn. Merbabu No.62 Samarinda","Bed IGD Penuh!","tanpa antrian pasien.","34 menit","0541742161","64","6472",2021-08-23 00:10:10,"COVID-19"
"785","RS Jiwa Atma Husada Mahakam","Jl. Kakap No.23 Samarinda","Bed IGD Penuh!","tanpa antrian pasien.","35 menit","0541743364","64","6472",2021-08-23 00:10:10,"COVID-19"
