"","hospital","address","bed_class1","last_update_class1","bed_class2","last_update_class2","bed_class3","last_update_class3","tlp_number","province","district","scraped_at","bed_type"
"266","RS Baptis Batu","Jln. Raya Panglima Sudirman No. 33 Desa Tlekung Kec. Junrejo Kota Batu",6,"10 jam",18,"10 jam",24,"9 jam","0341594161","35","3579",2021-07-21 20:24:09,"Non COVID-19"
"267","RS Umum Daerah Kota Bau Bau","Jl. Drs. H. La Ode Manarfa",6,"9 jam",14,"9 jam",44,"9 jam","08114030600","74","7472",2021-07-21 20:24:09,"Non COVID-19"
"268","RS Umum Kartika Husada","Jl. Swatantra no. 72 Jatiasih Bekasi",5,"17 jam",7,"17 jam",13,"17 jam","081291405535","32","3275",2021-07-21 20:24:09,"Non COVID-19"
"269","RS Umum Daerah dr. Chasbullah Abdulmadjid","Jl. Pramuka No. 55 Bekasi",NA,NA,NA,NA,NA,NA,"02188951312","32","3275",2021-07-21 20:24:09,"Non COVID-19"
"270","RS Umum Daerah Jatisampurna","Jl. Raya Pasar Kranggan RT 01 RW 04 Kel. Jatisampurna Kec. Jatisampurna 17433",NA,NA,NA,NA,NA,NA,"081389977722","32","3275",2021-07-21 20:24:09,"Non COVID-19"
"271","RS Umum Pondok Gede","Jl. Raya Jatiwaringin 1 RT 01 RW 11 Kel. Jatiwaringin Kec. Pondok gede",NA,NA,0,"12 jam",0,"12 jam","085213529991","32","3275",2021-07-21 20:24:09,"Non COVID-19"
"272","RS Umum Bella","Jl. Ir. H .Juanda No. 141, Bekasi",6,NA,5,NA,5,NA,"0218801778","32","3275",2021-07-21 20:24:09,"Non COVID-19"
"273","RS Umum Ummi","Jln. Hibrida Raya No. 01 RT 23 RW 08",23,NA,5,NA,15,"3 menit","073624832","17","1771",2021-07-21 20:24:12,"Non COVID-19"
"274","RS Bhayangkara Jitra Kota Bengkulu","Jl. Veteran No.2 Kelurahan Jitra Kota Bengkulu",NA,NA,8,NA,NA,NA,"085368600994","17","1771",2021-07-21 20:24:12,"Non COVID-19"
"275","RS Umum Daerah Dr. R. M. Djoelham Binjai","Jl Sultan Hasanuddin No. 9 Binjai",11,"11 jam",9,"11 jam",29,"11 jam","06180044777","12","1276",2021-07-21 20:24:12,"Non COVID-19"
"276","RS Umum Bidadari","Jl Perintis Kemerdekaan No. 174",32,NA,51,NA,39,NA,"085260987773","12","1276",2021-07-21 20:24:12,"Non COVID-19"
"277","RS Katolik Budi Rahayu","Jl. Jend. A. Yani 18 Kota Blitar",10,NA,29,NA,7,NA,"0342801066","35","3572",2021-07-21 20:24:13,"Non COVID-19"
"278","RS Umum Syuhada Haji","Jl. Tanjung No.158 Pakunden Kota Blitar",0,"11 jam",17,"11 jam",12,"11 jam","0342801607","35","3572",2021-07-21 20:24:13,"Non COVID-19"
"279","RS Umum Aminah","Jl.Veteran No.39 Kelurahan Kepanjen Kidul Kota Blitar",11,NA,13,NA,13,"8 menit","0342816304","35","3572",2021-07-21 20:24:13,"Non COVID-19"
"280","RS Islam Aminah","Jl. Kenari No. 54 Blitar",8,NA,11,NA,34,NA,"0342801662","35","3572",2021-07-21 20:24:13,"Non COVID-19"
"281","RS Umum Ummi","Jl. Empang II No. 2 Bogor Selatan Kota Bogor",4,NA,8,NA,20,NA,"087827036712 ","32","3271",2021-07-21 20:24:13,"Non COVID-19"
"282","RS Ibu dan Anak Sawojajar","Jl. Sawojajar No, 9 Bogor Tengah Kota Bogor",2,"12 jam",2,"12 jam",13,"12 jam","087778324371","32","3271",2021-07-21 20:24:13,"Non COVID-19"
"283","RS Umum Siloam Hospitals Bogor","Jl. Pajajaran No. 27 Bogor Tengah, Kota Bogor",11,"34 jam",NA,NA,22,"34 jam","02518303900","32","3271",2021-07-21 20:24:13,"Non COVID-19"
"284","RS Umum Daerah Kota Bogor"," Jl. Dr. Sumeru 120 Kota Bogor",34,"12 jam",19,"12 jam",64,"12 jam","02518312292","32","3271",2021-07-21 20:24:13,"Non COVID-19"
"285","RS Umum Hermina Bogor","Jl. Ring Road I Kav. 23,25,27 Perum Taman Yasmin Bogor",19,"12 jam",22,"12 jam",19,"12 jam","02518382525","32","3271",2021-07-21 20:24:13,"Non COVID-19"
"286","BMC Mayapada Hospital","Jl. Pajajaran Indah V No.97, Bogor Timur Kota Bogor",2,"12 jam",16,"12 jam",20,"12 jam","02518307900","32","3271",2021-07-21 20:24:13,"Non COVID-19"
"287","RS Umum Melania","Jl. Pahlawan No.91, Kota Bogor",10,NA,12,"9 jam",14,"9 jam","02518321196","32","3271",2021-07-21 20:24:13,"Non COVID-19"
"288","RS Umum Mulia Pajajaran","Jl. Raya Pajajaran No. 98, Bantarjati - Bogor Utara, Kota Bogor",15,"9 jam",21,"9 jam",24,"9 jam","081288015167","32","3271",2021-07-21 20:24:13,"Non COVID-19"
"289","RS Islam Bontang","Jl. Brigjen Katamso No.40",8,"7 menit",12,"7 menit",6,"7 menit","054820003","64","6474",2021-07-21 20:24:13,"Non COVID-19"
"290","RS Umum Daerah Dr. Achmad Mochtar","Jl. Dr. A. Rivai Bukittinggi",18,NA,16,NA,24,NA,"085263561606","13","1375",2021-07-21 20:24:13,"Non COVID-19"
"291","RS Umum Ibnu Sina Bukittinggi","Jl. Batang Agam, Belakang Balok ",15,"19 menit",13,"19 menit",39,"19 menit","075221185","13","1375",2021-07-21 20:24:13,"Non COVID-19"
"292","RS Krakatau Medika","Jl. Semang Raya No. 01",37,"12 jam",14,"12 jam",20,"12 jam","0254398846","36","3672",2021-07-21 20:24:13,"Non COVID-19"
"293","RS Umum Daerah Kota Cilegon","Jl. Kapten P. Tendean Km.3 Cilegon",6,"12 jam",4,"12 jam",4,"12 jam","08159859244","36","3672",2021-07-21 20:24:13,"Non COVID-19"
"294","RS Kurnia","Jl. Jombang Masjid No.4, Cilegon",29,"5 menit",25,"6 menit",34,"6 menit","087885829059","36","3672",2021-07-21 20:24:13,"Non COVID-19"
"295","RS Umum Mitra Kasih","Jl. Jend.Amir Machmud No.341 Kel. Cigugur Tengah Kec. Cimahi Tengah Kota Cimahi",13,NA,32,NA,19,NA,"0226654852","32","3277",2021-07-21 20:24:14,"Non COVID-19"
"296","RS Umum Avisena","Jl. Melong 170 Kelurahan. Melong Kecamatan. Cimahi Selatan",11,"16 jam",13,"16 jam",18,"16 jam","0226000830","32","3277",2021-07-21 20:24:14,"Non COVID-19"
"297","RS Umum Baros","Jl. Raya Baros E46 RT. 01 RW. 15 Kel. Baros Kec. Cimahi Tengah",14,"9 jam",NA,NA,NA,NA,"hotline tidak tersedia","32","3277",2021-07-21 20:24:14,"Non COVID-19"
"298","RS Ibu dan Anak Panti Abdi Dharma","Jl. Pulasaren No.07 Cirebon 45114",8,"12 jam",2,"12 jam",10,"12 jam","0231203873","32","3274",2021-07-21 20:24:14,"Non COVID-19"
"299","RS Umum Putera Bahagia","Jl. Ciremai Raya No 114 Perumnas Cirebon",2,"12 jam",3,"12 jam",5,"12 jam","02314990900","32","3274",2021-07-21 20:24:14,"Non COVID-19"
"300","RS Umum Sumber Kasih","Jl. Siliwangi No.135 Cirebon",8,"12 jam",7,"12 jam",6,"12 jam","0231203815","32","3274",2021-07-21 20:24:14,"Non COVID-19"
"301","RS Umum Medimas","Jl. Evakuasi No. 116 Cirebon",1,"13 jam",12,"13 jam",8,NA,"02328801282","32","3274",2021-07-21 20:24:14,"Non COVID-19"
"302","RSUP Sanglah","Jl. Diponegoro Denpasar Bali",21,"27 menit",34,"27 menit",141,"27 menit","0361226363","51","5171",2021-07-21 20:24:14,"Non COVID-19"
"303","RS Umum Puri Raharja","Jl. WR Supratman 14 ",4,NA,0,NA,5,NA,"0361222013","51","5171",2021-07-21 20:24:14,"Non COVID-19"
"304","RS Umum Bhakti Rahayu","Jl. Gatot Subroto II /11 Denpasar",2,NA,8,NA,6,NA,"0361430270","51","5171",2021-07-21 20:24:14,"Non COVID-19"
"305","RS Ibu dan Anak Harapan Bunda","Jl. Tukad Unda No. 1 Denpasar",6,"17 jam",3,"17 jam",6,"17 jam","0361265532-33","51","5171",2021-07-21 20:24:14,"Non COVID-19"
"306","RS Umum Balimed","Jl.Mahendradatta No.57,Denpasar Bali",NA,NA,NA,NA,NA,NA,"0361484748","51","5171",2021-07-21 20:24:14,"Non COVID-19"
"307","RS Umum Bhakti Yudha","Jl. Raya Sawangan No. 2A Depok",13,"15 jam",23,"15 jam",12,"15 jam","087889239146","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"308","RS Umum Tugu Ibu","Jl. Raya Bogor Km 29 Cimanggis - Depok",2,"15 jam",4,"15 jam",0,"15 jam","0218708268","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"309","RS Ibu dan Anak Tumbuh Kembang","Jl. Raya Bogor Km.31 No.23 Cimanggis Kota Depok",0,NA,0,NA,0,NA,"0218701873","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"310","RS Umum Meilia","Jl. Alternatif Cibubur KM. 1, Kel. Harjamukti, Cimanggis, Kota Depok",22,"9 jam",21,"9 jam",35,"9 jam","0218451717","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"311","RS Umum Bunda Margonda","Jl. Margonda Raya KM 3 RT.02/03 no.128",2,"12 jam",7,"12 jam",0,"12 jam","02178890551","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"312","RS Umum Mitra Keluarga Depok","Jl. Margonda Raya, Pancoran Mas, Depok, Jawa Barat",18,NA,9,"12 jam",2,"12 jam","02177210700","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"313","RS Umum Grha Permata Ibu","Jl. KH. M. Usman No 168 Kukusan Depok",0,NA,0,NA,0,NA,"08118988995","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"314","RS Umum Daerah Kota Depok"," Jl. Raya Muchtar No. 99 Sawangan ",23,NA,13,NA,48,NA,"082298661201","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"315","RS Ibu dan Anak Setya Bhakti","Jl. Raya Bogor KM.30 Kel. Mekarsari Kec. Cimanggis",3,"2 menit",7,"2 menit",3,"1 menit","0218711518","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"316","RS Umum Bunda Aliyah","Jl. Kartini No. 2 RT. 001 RW. 009 Kelurahan Depok Kecamatan Pancoran Mas",0,NA,9,NA,31,NA,"0895365535370","32","3276",2021-07-21 20:24:14,"Non COVID-19"
"317","RS Jiwa Dr. Soeharto Heerjan","Jl. Prof.Dr.Latumeten No. 1 Jakarta Barat",12,NA,8,NA,21,NA,"0215630605","31","3174",2021-07-21 20:24:15,"Non COVID-19"
"318","RS Anak dan Bunda Harapan Kita","Jl. Let.Jend. S Parman Kav. 87 Slipi Jakbar",31,NA,32,NA,52,NA,"hotline tidak tersedia","31","3174",2021-07-21 20:24:15,"Non COVID-19"
"319","RS Jantung dan Pembuluh Darah Harapan Kita","Jl. S. Parman Kav 87, Slipi",62,NA,12,NA,15,NA,"0215682424","31","3174",2021-07-21 20:24:15,"Non COVID-19"
"320","RSUPN Dr. Cipto Mangunkusumo","Jl. Diponegoro 71 Jakarta Pusat",10,"24 menit",25,"24 menit",48,"24 menit","0213924268","31","3173",2021-07-21 20:24:15,"Non COVID-19"
"321","RS PGI Cikini","Jl. Raden Saleh No. 40 Jakpus",11,"2 menit",28,"2 menit",56,NA,"02138997777","31","3173",2021-07-21 20:24:15,"Non COVID-19"
"322","RS Umum Primaya Evasari Hospital","Jl. Rawamangun No. 47, Rawasari, Cempaka Putih, Jakarta Pusat",5,"19 jam",8,"19 jam",6,"19 jam","hotline tidak tersedia","31","3173",2021-07-21 20:24:15,"Non COVID-19"
"323","RS Umum Menteng Mitra Afia","Jl. Kalipasir No.9 Jakarta Pusat",10,NA,NA,NA,4,"10 jam","hotline tidak tersedia","31","3173",2021-07-21 20:24:15,"Non COVID-19"
"324","RS Umum Daerah Kemayoran","Jl. Serdang Baru I  Kel. Serdang Kec. Kemayoran",NA,NA,NA,NA,20,"1 menit","0214251005","31","3173",2021-07-21 20:24:15,"Non COVID-19"
"325","RS Umum Daerah Johar Baru","Jl. Tanah Tinggi XII, Johar Baru",NA,NA,NA,NA,19,NA,"02121470344","31","3173",2021-07-21 20:24:15,"Non COVID-19"
"326","RSUP Fatmawati","Jl. RS Fatmawati Cilandak,Jaksel",4,"kurang dari 1 menit",4,"kurang dari 1 menit",21,"kurang dari 1 menit","021 7501524 / 7660552","31","3171",2021-07-21 20:24:15,"Non COVID-19"
"327","RS Umum Prikasih","Jl. RS Fatmawati Raya No. 74, Pondok Labu, Cilandak",3,"5 jam",7,"5 jam",13,"5 jam","0217504669","31","3171",2021-07-21 20:24:15,"Non COVID-19"
"328","RS Umum Mayapada","Jalan Lebak Bulus I. Kav. 29",6,NA,2,NA,13,NA,"hotline tidak tersedia","31","3171",2021-07-21 20:24:15,"Non COVID-19"
"329","RS Umum Daerah Kecamatan Tebet"," Jl. Prof. Soepomo, SH No. 54 Kelurahan Tebet Barat Kecamatan Tebet 12810",NA,NA,NA,NA,21,"kurang dari 1 menit","0218314955","31","3171",2021-07-21 20:24:15,"Non COVID-19"
"330","RS Umum Daerah Pesanggrahan","Jalan Cenek I no. 1 Pesanggrahan",NA,NA,NA,NA,40,"3 menit","0217356087","31","3171",2021-07-21 20:24:15,"Non COVID-19"
"331","RS Umum Daerah Mampang Prapatan","Jl. Kapten P. Tendean No. 9A Jakarta Selatan",NA,NA,NA,NA,17,"30 jam","0217971115","31","3171",2021-07-21 20:24:15,"Non COVID-19"
"332","RS Umum Daerah Pasar Minggu","JL. TB. SIMATUPANG NO. 1 KELURAHAN RAGUNAN, KECAMATAN PASAR MINGGU - JAKARTA SELATAN",0,NA,0,NA,0,NA,"087826861686","31","3171",2021-07-21 20:24:15,"Non COVID-19"
"333","RS Khusus Bedah Halimun","Jl. Halimun Raya No. 9 Guntur - Setiabudi Jakarta Selatan",3,NA,NA,NA,NA,NA,"0218311361","31","3171",2021-07-21 20:24:15,"Non COVID-19"
"334","RS Ketergantungan Obat","Jl. Lapangan Tembak No 75 
Kelurahan Cibubur 
Kecamatan  Ciracas 
Jakarta Timur 13720",2,"4 menit",3,"4 menit",24,"4 menit","02187711969","31","3172",2021-07-21 20:24:15,"Non COVID-19"
"335","RS Umum Harum","Jl. Tarum Barat, Kalimalang",1,"13 jam",13,"13 jam",9,"13 jam","0218617212","31","3172",2021-07-21 20:24:15,"Non COVID-19"
"336","RS Umum Harapan Bunda","Jl. Raya Bogor Km.22 No.44 Jaktim",8,"35 jam",15,"35 jam",33,"35 jam","0218400257","31","3172",2021-07-21 20:24:15,"Non COVID-19"
"337","RS Umum Yadika","Jl. Pahlawan Revolusi No.47 Pondok Bambu Jaktim",3,NA,11,NA,9,NA,"0218615754","31","3172",2021-07-21 20:24:15,"Non COVID-19"
"338","RSK Pusat Otak Nasional","Jl MT Haryono Kav 11, Kelurahan Cawang, Kecamatan Kramat Jati, Jakarta Timur",14,NA,2,NA,8,NA,"02122040055","31","3172",2021-07-21 20:24:15,"Non COVID-19"
"339","RS Umum Daerah Cipayung","Jl. Mini III RT 04 RW 03 Bambu Apus Cipayung",NA,NA,NA,NA,27,"kurang dari 1 menit","02185506222","31","3172",2021-07-21 20:24:15,"Non COVID-19"
"340","RS Umum Mulyasari","Jl. Raya Plumpung Semper No.19 RT.006/RW.015, Jakarta Utara ",16,"2 jam",20,"2 jam",25,"2 jam","02143931111","31","3175",2021-07-21 20:24:16,"Non COVID-19"
"341","RS Umum Royal Progress","Jl. Danau Sunter Utara, Sunter Paradise I",7,NA,15,NA,15,NA,"081906511008","31","3175",2021-07-21 20:24:16,"Non COVID-19"
"342","RS Umum Daerah  Tanjung Priok","Jl. Bugis No. 03 Kel. Kebon Bawang Kec. Tanjung Priok",NA,NA,NA,NA,NA,NA,"02143908923","31","3175",2021-07-21 20:24:16,"Non COVID-19"
"343","RS Royal Prima","Jl. Raden Wijaya RT 35 Kebon Kopi Kec Jambi Selatan",6,"10 jam",15,"10 jam",40,"10 jam","074141010","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"344","RS Tk. IV dr. Bratanata","Jl. Raden Mattaher No. 33,Jambi",8,"12 jam",24,"12 jam",21,"12 jam","074134212","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"345","RS Bhayangkara Jambi","Jl. Raden Mathaher No.03 Jambi",21,NA,16,NA,30,"14 jam","074134409","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"346","RS Umum Santa Theresia","Jl. Dr. Sutomo No.19 Jambi",19,"11 jam",12,"11 jam",13,"11 jam","074123119","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"347","RS Umum Mayang Medical Centre","Jl. Ir.H. Juanda No.56 Simp III Sipin, Jambi",15,"11 jam",22,"11 jam",31,"11 jam","0741671222","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"348","RS Siloam Jambi","Jl. Soekarno - Hatta Paal Merah,Jambi",3,"13 jam",NA,NA,5,"13 jam","07415919000","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"349","RS Umum Daerah H. Abdul Manap","Jl. SK.Rd.Syahbuddin Kel. Mayang Mangurai Kec.Kota Baru Jambi",22,"10 jam",39,"10 jam",84,"10 jam","07415910180","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"350","RS Islam Arafah","Jl. Mpu Gandring No.1 Kebun Jeruk",6,NA,7,NA,10,NA,"074162711","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"351","RS Umum Kambang","Jl. Kol. Amir Hamzah No. 35 Sei Kambang Jambi",7,"10 jam",17,"9 jam",12,NA,"074161714","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"352","RS Umum Baiturahim Jambi","Jl. Prof. M. Yamin SH, No. 30 Kel. Lebak Bandung",14,"10 jam",11,"10 jam",21,"10 jam","074135165","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"353","RS Umum Daerah H. Abdurrahman Sayoeti","Jl. KH. Hasan Anang No. 33 Kel. Olak Kemang Kec. Danau Teluk Kota Jambi",NA,NA,NA,NA,9,"12 jam","089661566070","15","1571",2021-07-21 20:24:16,"Non COVID-19"
"354","RS Umum Ratih","Jl. Penanggungan No.32, Kota Kediri",7,NA,14,NA,46,NA,"0354779500","35","3571",2021-07-21 20:24:16,"Non COVID-19"
"355","RS Ibu dan Anak Melinda","Jl. Balowerti II No. 59 Kota Kediri",2,NA,6,NA,7,NA,"0354691016","35","3571",2021-07-21 20:24:16,"Non COVID-19"
"356","RS Bahteramas Provinsi Sultra","Jl. Kapten Piere Tendean No 50 Kec Baruga ",84,"12 jam",49,"12 jam",48,"11 jam","081248013079","74","7471",2021-07-21 20:24:16,"Non COVID-19"
"357","RS Santa Anna","Jl. Dr. Moh.Hatta 65A Kendari",8,NA,24,NA,32,NA,"04013123092","74","7471",2021-07-21 20:24:16,"Non COVID-19"
"358","RS Umum Daerah S. K. Lerik","    Jl. Timor Raya Pasir No. 134 Kelurahan Pasir Panjang ",9,"8 jam",6,"8 jam",10,"8 jam","081339010000","53","5371",2021-07-21 20:24:17,"Non COVID-19"
"359","RS Ibu dan Anak Dedari","Jl. Rantai Damai No 69 D TDM, Kupang",10,NA,12,"9 jam",0,"9 jam","0380830041","53","5371",2021-07-21 20:24:17,"Non COVID-19"
"360","RS Kartini","Jl. Frans Seda No. 17",2,"15 jam",6,"15 jam",8,"15 jam","0380831270","53","5371",2021-07-21 20:24:17,"Non COVID-19"
"361","RS Umum Daerah Langsa","Jl. Ahmad Yani No.1  Kec. Langsa Kota",19,"20 menit",77,"20 menit",95,"20 menit","064122800","11","1173",2021-07-21 20:24:17,"Non COVID-19"
"362","RS Tk. IV Lhokseumawe Aceh Utara","Jl. Samudra No.53A Kp Jawa Kec. Banda Sakti Lhokseumawe AUT",6,"17 jam",16,"17 jam",28,"17 jam","082275830041","11","1174",2021-07-21 20:24:17,"Non COVID-19"
"363","RS Siloam Silampari","Jl Yos Sudarso Rt 11 Kelurahan Taba Jemekeh Kecamatan Lubuklinggau Timur 1 ",NA,NA,4,NA,NA,NA,"07333035900","16","1674",2021-07-21 20:24:17,"Non COVID-19"
"364","RS Ibu dan Anak Dwi Sari","Jl. Yos Sudarso No. 2 ",3,NA,1,NA,8,NA,"081272068450","16","1674",2021-07-21 20:24:17,"Non COVID-19"
"365","RS Paru Manguharjo Madiun","Jl. Yos Sudarso 108-112 Manguharjo, Kel. Madiun Lor, Kec. Manguharjo, Kota Madiun",1,"12 jam",2,"12 jam",8,NA,"085794338442","35","3577",2021-07-21 20:24:17,"Non COVID-19"
"366","RS Umum Daerah Dr. Soedono Madiun","Jl. Dr. Soetomo 59, Madiun",10,"14 menit",6,"14 menit",65,"14 menit","082139645425","35","3577",2021-07-21 20:24:17,"Non COVID-19"
"367","RS Umum Daerah Tidar","Jl. Tidar No.30 A, Kota Magelang",4,NA,84,NA,65,"5 jam","0293362260","33","3371",2021-07-21 20:24:17,"Non COVID-19"
"368","RS Jiwa Prof. Dr. Soerojo"," Jl. Jenderal Ahmad Yani 169 Magelang",26,"4 menit",21,"4 menit",47,"4 menit","0293363601","33","3371",2021-07-21 20:24:17,"Non COVID-19"
"369","RS Umum Lestari Raharja","Jl. Sutopo No.5,Magelang",3,"2 jam",NA,NA,NA,NA,"0293363223","33","3371",2021-07-21 20:24:17,"Non COVID-19"
"370","RS Umum Daerah Labuang Baji","Jl. Dr. Ratulangi No. 81 Makassar",32,NA,26,NA,62,NA,"081355538118","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"371","RS Stella Maris","Jl. Somba Opu No.273 Makassar",50,"4 menit",12,NA,52,"3 menit","081340604910","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"372","RS Khusus Daerah Dadi","Jl. Lanto Dg. Pasewang No. 34 Makassar",7,"9 jam",80,"9 jam",117,"9 jam","085242727944","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"373","RS Ibu dan Anak Sentosa","Jl. Jend Sudirman No.52 Makkassar",9,"10 jam",NA,NA,11,"10 jam","081340189496","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"374","RS Ibu dan Anak Sitti Khadijah 1 Muhammadiyah","Jl. RA. Kartini No. 15-17 Makassar",6,NA,3,NA,8,NA,"085394346368","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"375","RS Islam Faisal","Jl. AP Pettarani ,Makasar",37,NA,35,NA,33,NA,"0411854118","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"376","RS Dr. Tadjuddin Chalid, MPH","Jl. Paccerakkang No.67 / Pajjaiang Daya Makassar",26,"3 menit",10,"3 menit",29,"3 menit","081144404545","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"377","RSUP Dr. Wahidin Sudirohusodo","      Jl. Perintis Kemerdekaan Km.11 Makasar",46,"2 menit",104,"kurang dari 1 menit",153,"3 menit","0411584675","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"378","RS Umum Daerah Haji Makassar","Jl. Dg. Ngepe No. 14 Makassar",11,"10 jam",3,"10 jam",59,"10 jam","085299905797","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"379","RS Grestelina","Jl. Hertasning Raya No.52 Makassar",20,"13 jam",19,"13 jam",31,"13 jam","hotline tidak tersedia","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"380","RS Umum Daerah Daya Kota Makassar","Jl. Perintis Kemerdekaan No. 14,Makasar",29,NA,22,NA,57,NA,"082191901388","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"381","RS Universitas Hasanuddin","Jl. Perintis Kemerdekaan KM 11 Tamalanrea",27,NA,19,NA,62,NA,"0411591331","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"382","RS Hermina Makassar","Jl. Toddopuli Raya Timur, Kel. Borong, Kec. Manggala, Makassar",8,"10 jam",10,"10 jam",4,"10 jam","081354887117","73","7371",2021-07-21 20:24:18,"Non COVID-19"
"383","RS Umum Daerah Dr. Saiful Anwar","Jl. Jaksa Agung Suprapto No. 2 Malang",44,NA,67,NA,188,NA,"0341362101","35","3573",2021-07-21 20:24:18,"Non COVID-19"
"384","RS Tk. II Dr. Soepraoen","Jl. Soedanco Supriyadi No. 22 Kota Malang",28,NA,31,NA,46,NA,"0341325111","35","3573",2021-07-21 20:24:18,"Non COVID-19"
"385","RS Umum Panti Waluya Sawahan Malang","Jl. Nusakambangan No.56 Kota Malang",23,"11 jam",24,"11 jam",18,"11 jam","0341366033","35","3573",2021-07-21 20:24:18,"Non COVID-19"
"386","RS Umum Lavalette Malang","  Jl. WR. Supratman No.10 Kota Malang",43,NA,28,NA,4,NA,"08814983970","35","3573",2021-07-21 20:24:18,"Non COVID-19"
"387","RS Ibu dan Anak Muhammadiyah Malang","Jl. KH. Wahid Hasyim NO. 30 Malang",4,NA,9,NA,9,NA,"0341326222","35","3573",2021-07-21 20:24:18,"Non COVID-19"
"388","RS Islam Malang","Jl. MT. Haryono No. 139 Malang",7,"24 menit",19,"24 menit",21,"24 menit","0341570400","35","3573",2021-07-21 20:24:18,"Non COVID-19"
"389","RSUP Prof. Dr. R. D. Kandou","Jl. Raya Tanawangko No.56, Manado",66,"1 menit",134,"1 menit",153,"1 menit","082196305119","71","7171",2021-07-21 20:24:18,"Non COVID-19"
"390","RS Mata Provinsi Sulawesi Utara","Jl. W. Z. Johanis No.I Kota Manado",1,"11 jam",4,NA,9,NA,"08114319658","71","7171",2021-07-21 20:24:18,"Non COVID-19"
"391","RS Jiwa Mutiara Sukma","  Jl. A Yani no. 1 Selagalas Cakranegara, Mataram",2,"14 jam",4,"14 jam",27,"14 jam","hotline tidak tersedia","52","5271",2021-07-21 20:24:19,"Non COVID-19"
"392","RS Ibu dan Anak Tresna","Jl. Bung Karno No. 28 Mataram ",5,NA,8,NA,4,"11 jam","hotline tidak tersedia","52","5271",2021-07-21 20:24:19,"Non COVID-19"
"393","RS Umum Daerah Dr. Pirngadi","Jl Prof H M Yamin SH No. 47, Medan",56,NA,54,NA,121,NA,"hotline tidak tersedia","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"394","RS Bhayangkara Tingkat II","Jl KH Wahid Hasyim No.1, Medan",2,NA,12,NA,24,NA,"081361462147","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"395","RS Umum Delima Medan","Jl Kl. Yos Sudarso Km.13,6 No.19 A, Medan - Martubung",2,NA,14,NA,17,NA,"hotline tidak tersedia","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"396","RS AL Dr. Komang Makes Belawan","Jl. Bengkalis Belawan No.1 Medan",4,NA,5,NA,9,NA,"081261840632","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"397","RS Jiwa Prof. Dr. Muhammad Ildrem","Jl Let. Jend. Jamin Ginting S Km. 10/ Jl. Tali Air No. 21 Kel. Mangga Kec. Medan Tuntungan",15,"1 jam",33,"1 jam",133,"1 jam","hotline tidak tersedia","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"398","RS Umum Siti Hajar","Jl Letjend Jamin Ginting No.2, Medan",2,NA,10,NA,15,NA,"082217401119","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"399","RSUP H. Adam Malik","Jl Bunga Lau No. 17, Medan",56,"5 menit",49,"5 menit",128,"5 menit","0618363000","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"400","RS Umum Bandung","Jl Mistar No. 39-43",3,NA,9,NA,13,NA,"hotline tidak tersedia","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"401","RS Umum Estomihi","Jl. Sisinga Mangaraja 235,Medan",11,NA,10,NA,19,NA,"082165452466","12","1275",2021-07-21 20:24:19,"Non COVID-19"
"402","RS Umum Royal Prima","Jl Ayahanda No 68A Medan",20,NA,8,NA,57,NA,"085261625430","12","1275",2021-07-21 20:24:19,"Non COVID-19"
